FG_seq,Wikidata_Q,Wikidata_link,cdli_ruler,cdli_count,NeedDisambig,CDLI URI,Alies (separated by bar | ),Description,Note,period_id,dynasty_id (P53),sequence,Replaces_(P1365),Replaced_by_(P1366),start_time_(P580),end_time_(P582),Wikidata2_link,Wikidata2_Q,Wikidata2_label,Wikidata3,Wikidata3_Label,Wikidata4,Wikidata4_Label,Follows (P155),Followed by (P156),Wikidata_Label,ruler,id,Wikidata_Label,Wikidata_Q,ruler,rulerLabel,birthdate,deathdate,replaces,replacesLabel,replacedBy,replacedByLabel,position,positionLabel,position2,positionLabel2,position3,positionLabel3,P21,determination method,https://www.wikidata.org/wiki/Property:P569,https://www.wikidata.org/wiki/Property:P570,https://www.wikidata.org/wiki/Property:P39,https://www.wikidata.org/wiki/Property:P580,https://www.wikidata.org/wiki/Property:P582,https://www.wikidata.org/wiki/Property:P1365,https://www.wikidata.org/wiki/Property:P1366,link address,epsd2_sortcode,epsd2_rulers,Wikipedia_reference,Wikidata_Q,Wikidata-link,P31,P103,P1412,titles,father,siblings,spouse,epsd2_sortcodes_json,RIME_seq_num,RIME_Volume,RIME_Series,RIME_Page,RIME_Ruler,RIME_Dynasty_count,RIME_Area,Wiki_dynasty,Wiki_periods,Wikidata_Label,Wikidata_Q,CDLI_URI,CDLI_label,x_CDLI,RIME_PDF_entry,Series_page
,Q62112706,https://www.wikidata.org/wiki/Q62112706,Iddin-Sin,10,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Iddin-Sin,Iddin-Sin,285,Iddin-Sin,Q62112706,http://www.wikidata.org/entity/Q62112706,Iddin-Sin,-2100-01-01T00:00:00Z,-2000-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q887396,https://www.wikidata.org/wiki/Q887396,Idrimi,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Idrimi,Idrimi,278,Idrimi,Q887396,http://www.wikidata.org/entity/Q887396,Idrimi,-1500-01-01T00:00:00Z,-1500-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,II,40,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,II,217,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q352752,https://www.wikidata.org/wiki/Q352752,IIbbi-Suen,0,,,,,type-o fixed 10/23/22,Q109384761,Q723587,4,,,,,,,,,,,,,,Ibbi-Sin,IIbbi-Suen,307,Ibbi-Sin,Q352752,http://www.wikidata.org/entity/Q352752,Ibbi-Sin,-2050-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/507b4ec9af9818b569ea74a5333ff651,,,,,,,,,,,Q6581097,,,,,,,,,,37,Ibbi-Suen,,Q352752,,Q13649246,,,,,,,"Ibbi-Suen: ""37"",",145,RIME 3.2,3/2.1.5,361,Ibbi-Sîn,3,UR,,,,Q352752,disambiguation needed,,,Ibbi-Sin E3/2.1.5 / 361,3/2.1.5 / 361
,,,Iium-muttabbil,0,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Iium-muttabbil,168,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q27957604,https://www.wikidata.org/wiki/Q27957604,Ikun-Mari,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ikun-Mari,Ikun-Mari,318,Ikun-Mari,Q27957604,http://www.wikidata.org/entity/Q27957604,Ikun-Mari,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q92550845,https://www.wikidata.org/wiki/Q92550845,Ikun-Shamagan,6,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Iku-Shamagan,Ikun-Shamagan,106,Iku-Shamagan,Q92550845,http://www.wikidata.org/entity/Q92550845,Iku-Shamagan,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q27957599,https://www.wikidata.org/wiki/Q27957599,Ikun-Shamash,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ikun-Shamash,Ikun-Shamash,102,Ikun-Shamash,Q27957599,http://www.wikidata.org/entity/Q27957599,Ikun-Shamash,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2329103,https://www.wikidata.org/wiki/Q2329103,Ikunum,14,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ikunum,Ikunum,325,Ikunum,Q2329103,http://www.wikidata.org/entity/Q2329103,Ikunum,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Il,15,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,Il,64,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,105,Il,,,,Q13649246,,,,,,,"Il: ""105"",",51,RIME 1,1.12.5,369,Il,1,GISA AND UMMA,,,,,,Il,15x,Il E1.12.5 / 369,1.12.5 / 369
,Q96381958,https://www.wikidata.org/wiki/Q96381958,Ili-ishmani,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ili-ishmani,Ili-ishmani,430,Ili-ishmani,Q96381958,http://www.wikidata.org/entity/Q96381958,Ili-ishmani,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4199260,https://www.wikidata.org/wiki/Q4199260,Ilima-ilum,2,,,Ilima-ilum | I3-li2-ma-dingir,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,Ilum-ma-ili,Ilima-ilum,137,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q678739,https://www.wikidata.org/wiki/Q678739,Ilu-shuma,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ilu-shuma,Ilu-shuma,155,Ilu-shuma,Q678739,http://www.wikidata.org/entity/Q678739,Ilu-shuma,-2000-01-01T00:00:00Z,-2000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q678739,https://www.wikidata.org/wiki/Q678739,Ilu-shumma,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ilu-shuma,Ilu-shumma,302,Ilu-shuma,Q678739,http://www.wikidata.org/entity/Q678739,Ilu-shuma,-2000-01-01T00:00:00Z,-2000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4199449,https://www.wikidata.org/wiki/Q4199449,Ilum-gamil,5,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ilum-gamil,Ilum-gamil,3,Ilum-gamil,Q4199449,http://www.wikidata.org/entity/Q4199449,Ilum-gamil,,,,,,,,,,,,,Q6581097,,,,,,,,,,259,Ilum-gamil,,,,Q13649246,,,,,,,"Ilum-gamil: ""259"",",211,RIME 4,4.4.4,469,Ilum-gamil,3,URUK,,,,Q4199449,,,,Ilum-gamil E4.4.4 / 469,4.4.4 / 469
,Q120442636,https://www.wikidata.org/wiki/Q120442636,Ilum-muttabbil,6,,,dingir-mu-ta-bil2,ruler (lugal) of Dēr during the Old Babylonian Period (ca. 1900-1600 BC),None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Ilum-muttabbil,363,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,https://en.wikipedia.org/wiki/I%C5%A1taran,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4199260,https://www.wikidata.org/wiki/Q4199260,Iluma-ilum,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ilum-ma-ili,Iluma-ilum,88,Ilum-ma-ili,Q4199260,http://www.wikidata.org/entity/Q4199260,Ilum-ma-ili,-1731-01-01T00:00:00Z,-1723-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q12097,king,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q120444143,https://www.wikidata.org/wiki/Q120444143,Imgur-Sin,2,,,,ruler (lugal) of Malgium (mod. Tell Yassir) during the Old Babylonian Period (ca. 1900-1600 BC),None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Imgur-Sin,540,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,https://en.wikipedia.org/wiki/Suen-magir,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q15820005,https://www.wikidata.org/wiki/Q15820005,Immerum,19,,,,ruler of Sippar-Yahrurum (mod. Tell Abu Habbah) during the Old Babylonian Period (ca. 1900-1600 BC),,NULL,NULL,NULL,,,,,,,,,,,,,,Immerum,Immerum,535,Immerum,Q15820005,http://www.wikidata.org/entity/Q15820005,Immerum,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Indattu2,0,,needs clarification,,,Unclear... Which one? see options:,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q4200674,,,https://www.wikidata.org/wiki/Q4200673,,https://www.wikidata.org/wiki/Q107751466,,,,,Indattu2,306,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q19902504,https://www.wikidata.org/wiki/Q19902504,Indi-Limma,7,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Indilimma,Indi-Limma,295,Indilimma,Q19902504,http://www.wikidata.org/entity/Q19902504,Indilimma,http://www.wikidata.org/.well-known/genid/1027ba80d74bfc0edf54b43340f115ba,http://www.wikidata.org/.well-known/genid/914d08fbfd35c637cc7821d1f7c7e54b,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q15820376,https://www.wikidata.org/wiki/Q15820376,Ipiq-Adad,47,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ipiq-Adad,Ipiq-Adad,456,Ipiq-Adad,Q15820376,http://www.wikidata.org/entity/Q15820376,Ipiq-Adad,-2000-01-01T00:00:00Z,-2000-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4202985,https://www.wikidata.org/wiki/Q4202985,Ipiq-Adad2,17,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ipiq-Adad II,Ipiq-Adad2,31,Ipiq-Adad II,Q4202985,http://www.wikidata.org/entity/Q4202985,Ipiq-Adad II,-1900-01-01T00:00:00Z,-1900-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ipiq-Eshtar,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/448236 | https://cdli.mpiwg-berlin.mpg.de/artifacts/448594,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Ipiq-Eshtar,186,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ipum-shar,2,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Ipum-shar,304,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Iqish-tishpak,6,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Iqish-tishpak,281,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Išar-ramašu,5,y,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Išar-ramašu,92,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q561153,https://www.wikidata.org/wiki/Q561153,Ishb-Erra,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ishbi-Erra,Ishb-Erra,229,Ishbi-Erra,Q561153,http://www.wikidata.org/entity/Q561153,Ishbi-Erra,-2100-01-01T00:00:00Z,-1984-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q854642,Lugal,,,,,Q6581097,,,,,,,,,,185,Išbi-Erra,,,,Q13649246,,,,,,,"Išbi-Erra: ""185"",",165,RIME 4,4.1.1,6,Išbi-Erra,2,ISIN,,,,Q561153,,,,Isbi-Erra E4.1.1 / 6,4.1.1 / 6
,Q561153,https://www.wikidata.org/wiki/Q561153,Ishbi-Erra,803,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ishbi-Erra,Ishbi-Erra,101,Ishbi-Erra,Q561153,http://www.wikidata.org/entity/Q561153,Ishbi-Erra,-2100-01-01T00:00:00Z,-1984-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q854642,Lugal,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q3826457,https://www.wikidata.org/wiki/Q3826457,Ishgi-Mari,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lamgi-Mari,Ishgi-Mari,174,Lamgi-Mari,Q3826457,http://www.wikidata.org/entity/Q3826457,Lamgi-Mari,-3000-01-01T00:00:00Z,-2289-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q430832,https://www.wikidata.org/wiki/Q430832,Ishme-Dagan,180,,,,,There are 4 kings with this name...,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q14625837,Q14625837,Ishme-Dagan,https://www.wikidata.org/wiki/Q458377,Ishme-Dagan I,https://www.wikidata.org/wiki/Q267966,Ishme-Dagan II,,,Ishme-Dagan,Ishme-Dagan,317,Ishme-Dagan,Q430832,http://www.wikidata.org/entity/Q430832,Ishme-Dagan,-2000-01-01T00:00:00Z,-1934-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,191,Išme-Dagan,,,,Q13649246,,,,,,,"Išme-Dagan: ""191"",",168,RIME 4,4.1.4,26,Isme-Dagan,2,ISIN,,,,Q430832,disambiguation needed,,,Isme-Dagan E4.1.4 / 26,4.1.4 / 26
,,,Ishme-kin,2,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Ishme-kin,551,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q369780,https://www.wikidata.org/wiki/Q369780,Ishpuini,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ishpuini of Urartu,Ishpuini,463,Ishpuini of Urartu,Q369780,http://www.wikidata.org/entity/Q369780,Ishpuini of Urartu,-0900-01-01T00:00:00Z,-0809-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q14488671,king of Urartu,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q112993238,https://www.wikidata.org/wiki/Q112993238,Isi-Sumuabu,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Isi-Sumuabi,Isi-Sumuabu,432,Isi-Sumuabi,Q112993238,http://www.wikidata.org/entity/Q112993238,Isi-Sumuabi,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q14627231,https://www.wikidata.org/wiki/Q14627231,Istup-ilum,13,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ishtup-ilum,Istup-ilum,469,Ishtup-ilum,Q14627231,http://www.wikidata.org/entity/Q14627231,Ishtup-ilum,-2200-01-01T00:00:00Z,-2100-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Itbe-labba,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/462089 | https://cdli.mpiwg-berlin.mpg.de/artifacts/213510,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Itbe-labba,205,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2918141,https://www.wikidata.org/wiki/Q2918141,Iter-pisha,6,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Iter-pisha,Iter-pisha,235,Iter-pisha,Q2918141,http://www.wikidata.org/entity/Q2918141,Iter-pisha,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q56340771,https://www.wikidata.org/wiki/Q56340771,Ititi,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Ititi,Ititi,506,Ititi,Q56340771,http://www.wikidata.org/entity/Q56340771,Ititi,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q144318,https://www.wikidata.org/wiki/Q144318,Itti-Marduk-balatu,3,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Itti-Marduk-balatu,Itti-Marduk-balatu,222,Itti-Marduk-balatu,Q144318,http://www.wikidata.org/entity/Q144318,Itti-Marduk-balatu,-1200-01-01T00:00:00Z,-1131-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,deleted[https://www.wikidata.org/wiki/Q114810718],Itur-Shamash,10,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Itur-Shamash,Itur-Shamash,316,Itur-Shamash,Q114810718,DELETED,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kaandalanu,1,,,,,None Found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kaandalanu,181,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q471335,https://www.wikidata.org/wiki/Q471335,Kadashman-Enlil,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kadashman-Enlil I,Kadashman-Enlil,388,Kadashman-Enlil I,Q471335,http://www.wikidata.org/entity/Q471335,Kadashman-Enlil I,-1400-01-01T00:00:00Z,-1400-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q879421,https://www.wikidata.org/wiki/Q879421,Kadashman-Enlil2,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kadashman-Enlil II,Kadashman-Enlil2,70,Kadashman-Enlil II,Q879421,http://www.wikidata.org/entity/Q879421,Kadashman-Enlil II,-1300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q879879,https://www.wikidata.org/wiki/Q879879,Kadashman-Harbe,0,,,,,There's a second ruler which needs disambiguation,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q594973,,Kadashman-Harbe II or Kara-hardash,,,,,,,Kadashman-harbe I,Kadashman-Harbe,373,Kadashman-harbe I,Q879879,http://www.wikidata.org/entity/Q879879,Kadashman-harbe I,-1500-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/b0ab14d4aca16e16d5b43588786d4f6b,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q879886,https://www.wikidata.org/wiki/Q879886,Kadashman-turgu,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kadashman-Turgu,Kadashman-turgu,87,Kadashman-Turgu,Q879886,http://www.wikidata.org/entity/Q879886,Kadashman-Turgu,-1400-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q14648545,https://www.wikidata.org/wiki/Q14648545,Kaku,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kaku,Kaku,431,Kaku,Q14648545,http://www.wikidata.org/entity/Q14648545,Kaku,http://www.wikidata.org/.well-known/genid/c4a66cf5daf6d3f5a59d7d23334d719b,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kambuzia,3,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kambuzia,178,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kan,6,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kan,166,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q516329,https://www.wikidata.org/wiki/Q516329,Kandalanu,22,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kandalanu,Kandalanu,404,Kandalanu,Q516329,http://www.wikidata.org/entity/Q516329,Kandalanu,-0650-01-01T00:00:00Z,-0626-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q643302,https://www.wikidata.org/wiki/Q643302,Karaindaš,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Karaindash,Karaindaš,192,Karaindash,Q643302,http://www.wikidata.org/entity/Q643302,Karaindash,-1500-01-01T00:00:00Z,-1500-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q643302,https://www.wikidata.org/wiki/Q643302,Karaindash,2,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Karaindash,Karaindash,532,Karaindash,Q643302,http://www.wikidata.org/entity/Q643302,Karaindash,-1500-01-01T00:00:00Z,-1500-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1978227,https://www.wikidata.org/wiki/Q1978227,Kashshu-nadin-ahhe,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kashshu-nadin-ahi,Kashshu-nadin-ahhe,95,Kashshu-nadin-ahi,Q1978227,http://www.wikidata.org/entity/Q1978227,Kashshu-nadin-ahi,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q736190,https://www.wikidata.org/wiki/Q736190,Kashtiliashu,26,,,,,Is this the same entity referred to in the CDLI ?,NULL,NULL,NULL,,,,,,,,,,,,,,Kashtiliash IV,Kashtiliashu,351,Kashtiliash IV,Q736190,http://www.wikidata.org/entity/Q736190,Kashtiliash IV,-1300-01-01T00:00:00Z,-1219-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KE,4,,,,,What is this abbrevation? (MB period),NULL,NULL,NULL,,,,,,,,,,,,,,,KE,474,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KEL,9,,,,,What is this abbrevation? (MB period),NULL,NULL,NULL,,,,,,,,,,,,,,,KEL,385,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kelesh-atal,1,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kelesh-atal,67,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kinuri,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kinuri,115,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kirikiri,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/448545 | https://cdli.mpiwg-berlin.mpg.de/artifacts/458444,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kirikiri,298,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KT,3,,,,,What is this abbrevation? (MB period),NULL,NULL,NULL,,,,,,,,,,,,,,,KT,164,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q879843,https://www.wikidata.org/wiki/Q879843,Kudur-Enlil,83,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kudur-Enlil,Kudur-Enlil,82,Kudur-Enlil,Q879843,http://www.wikidata.org/entity/Q879843,Kudur-Enlil,-1300-01-01T00:00:00Z,-1300-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1311757,https://www.wikidata.org/wiki/Q1311757,Kudur-mabuk,7,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kudur-Mabuk,Kudur-mabuk,362,Kudur-Mabuk,Q1311757,http://www.wikidata.org/entity/Q1311757,Kudur-Mabuk,-1800-01-01T00:00:00Z,-1800-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,235,Kudur-mabuk,,,,Q13649246,,,,,,,"Kudur-mabuk: ""235"",",193,RIME 4,4.2.13a,266,Kudur-mabuk,1,LARSA,,,,Q1311757,,,,Kudur-mabuk E4.2.13a / 266,4.2.13a / 266
,,,Kudurri-Enlil,1,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kudurri-Enlil,81,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kun-duri,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/431185 | https://cdli.mpiwg-berlin.mpg.de/artifacts/225869,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kun-duri,393,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kurash,1,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Kurash,324,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
